Session ID,Station ID,Station Location,Charging Start Time,Charging End Time,Charging Duration (mins),Energy Consumed (kWh),Vehicle Type,Battery Level Start (%),Battery Level End (%),Cost of Charging (₹/$),Payment Method,Station Type,Connector Type,User ID,Subscription Plan,Renewable Energy Source Used (%),Charging Station Rating,Charging Status,Comments/Issues
9773e0aa,ST0024,Boston,32:21.9,48:21.9,76,15.99,Bus,69,98,7.98,UPI,Slow Charger,Type 2,USER1459,Annual,2,3,In Progress,Charging interrupted
d586ff62,ST0044,Boston,32:21.9,00:21.9,88,24.43,Sedan,15,43,10.15,Credit Card,Level 2 Charger,CCS,USER7164,Pay-as-you-go,12,3.5,Failed,Charging interrupted
ea392599,ST0037,Chicago,32:21.9,31:21.9,59,22.39,Truck,20,30,8.45,Credit Card,DC Fast Charger,CHAdeMO,USER6380,Annual,6,1.1,Successful,Slow charging
9c47bb02,ST0005,Chicago,32:21.9,53:21.9,21,48.97,Hatchback,71,100,15.49,Wallet,Level 2 Charger,Type 2,USER1583,Monthly,84,2.2,In Progress,Charging interrupted
26e01021,ST0100,New York,32:21.9,59:21.9,87,41.4,SUV,31,54,12.17,UPI,Slow Charger,Type 2,USER5791,Monthly,27,2.9,Successful,Great experience
73dcfd67,ST0042,Seattle,32:21.9,48:21.9,16,15.63,Truck,12,52,6.57,Debit Card,Level 2 Charger,CHAdeMO,USER4610,Free,71,2.4,Failed,Charging interrupted
6df2be97,ST0041,Houston,32:21.9,26:21.9,54,18.99,Bus,73,94,4.21,Cash,Fast Charger,CCS,USER7750,Annual,28,3.7,In Progress,Charging interrupted
7a77381d,ST0014,Chicago,32:21.9,58:21.9,86,25.55,SUV,28,55,12.08,Credit Card,DC Fast Charger,CHAdeMO,USER5660,Annual,35,1.1,In Progress,Charging interrupted
4debb17b,ST0019,Miami,32:21.9,52:21.9,80,17.1,Bus,59,70,5.31,Cash,DC Fast Charger,CCS,USER7321,Annual,96,4.3,In Progress,Charging interrupted
ac21fb93,ST0044,Chicago,32:21.9,15:21.9,43,13.99,Bus,52,74,6.94,UPI,Fast Charger,CHAdeMO,USER9437,Pay-as-you-go,88,4.2,Failed,Charging interrupted
81b1fbbf,ST0036,Chicago,32:21.9,43:21.9,71,8.46,Hatchback,14,32,2.66,Debit Card,Level 2 Charger,CHAdeMO,USER4099,Pay-as-you-go,54,3.3,In Progress,Charging interrupted
4a9d3906,ST0006,San Francisco,32:21.9,49:21.9,17,27.03,Truck,12,34,10.08,Cash,Fast Charger,CCS,USER3671,Annual,18,3.1,Successful,Expensive
3360aeb9,ST0086,Houston,32:21.9,59:21.9,27,37.79,Truck,60,98,13.34,Credit Card,Level 2 Charger,Tesla Supercharger,USER6001,Monthly,15,3.7,In Progress,Charging interrupted
c60dd80e,ST0073,Chicago,32:21.9,44:21.9,72,30.56,Sedan,17,47,11.45,Credit Card,DC Fast Charger,CHAdeMO,USER7618,Pay-as-you-go,80,4.2,Successful,Great experience
c5c90a6b,ST0099,Seattle,32:21.9,31:21.9,119,5.47,Hatchback,17,43,2.51,Wallet,Fast Charger,CCS,USER8701,Monthly,62,4.8,Successful,Expensive
4f94b327,ST0027,Houston,32:21.9,22:21.9,50,22.29,Truck,62,97,6.85,UPI,DC Fast Charger,Type 2,USER8845,Pay-as-you-go,14,2.1,In Progress,Charging interrupted
28c2bc2e,ST0062,Boston,32:21.9,00:21.9,28,5.53,Motorbike,65,100,1.93,Wallet,Level 2 Charger,CHAdeMO,USER5123,Annual,56,2,Failed,Charging interrupted
49bdb56b,ST0022,Los Angeles,32:21.9,58:21.9,26,11.23,Motorbike,39,69,4.25,Cash,Level 2 Charger,Type 2,USER2580,Pay-as-you-go,99,2.3,Failed,Charging interrupted
84b8ef7b,ST0026,Seattle,32:21.9,17:21.9,45,29.79,Truck,80,91,7.56,Cash,Slow Charger,CHAdeMO,USER8085,Annual,64,2.2,In Progress,Charging interrupted
5e09547d,ST0003,Seattle,32:21.9,08:21.9,96,23.16,Motorbike,60,82,5.78,Cash,Fast Charger,CHAdeMO,USER3085,Monthly,65,2.5,Successful,Convenient location
44b350a1,ST0081,Los Angeles,32:21.9,39:21.9,67,21.75,Sedan,23,63,6.16,Wallet,Level 2 Charger,Type 2,USER1022,Free,87,1.7,Successful,
caafd3c4,ST0020,Houston,32:21.9,15:21.9,43,21.93,Sedan,57,79,8.05,Credit Card,DC Fast Charger,Type 2,USER8351,Pay-as-you-go,4,1.8,In Progress,Charging interrupted
ba5e1170,ST0019,Miami,32:21.9,27:21.9,115,43.99,Motorbike,6,40,19.89,UPI,Slow Charger,Type 2,USER4468,Pay-as-you-go,27,3.3,Failed,Charging interrupted
1b959ff0,ST0024,Miami,32:21.9,49:21.9,77,28.21,Hatchback,16,39,10.85,Wallet,Level 2 Charger,Tesla Supercharger,USER1428,Pay-as-you-go,0,4.4,Successful,Expensive
2564a703,ST0045,San Francisco,32:21.9,46:21.9,74,13.43,Truck,66,100,6.7,Credit Card,Slow Charger,Tesla Supercharger,USER9868,Pay-as-you-go,81,1.2,In Progress,Charging interrupted
b0f17ed4,ST0018,Houston,32:21.9,30:21.9,118,37.43,Motorbike,46,79,18,UPI,Fast Charger,Type 2,USER9311,Pay-as-you-go,86,2.5,Successful,Convenient location
05fd8289,ST0036,New York,32:21.9,49:21.9,17,12.74,Truck,42,67,3.13,Credit Card,Slow Charger,CHAdeMO,USER3668,Free,95,1.7,Failed,Charging interrupted
aca0d5e9,ST0037,Houston,32:21.9,32:21.9,60,44.18,Motorbike,27,55,14.77,Credit Card,Slow Charger,CHAdeMO,USER4233,Monthly,42,3.8,Failed,Charging interrupted
a28633a8,ST0055,New York,32:21.9,48:21.9,16,33.77,Motorbike,45,79,7.66,Cash,DC Fast Charger,Type 2,USER8758,Free,43,2.2,Successful,Great experience
bbdf69d7,ST0078,New York,32:21.9,37:21.9,65,15.16,SUV,7,33,3.34,Cash,DC Fast Charger,Tesla Supercharger,USER1175,Monthly,4,2.3,Successful,
975c307d,ST0031,San Francisco,32:21.9,08:21.9,36,27.93,SUV,11,48,6.78,Cash,Level 2 Charger,Type 2,USER1027,Pay-as-you-go,17,4.2,Successful,Charger not working
3c80e4bf,ST0089,Boston,32:21.9,12:21.9,40,22.78,SUV,46,67,10.33,Credit Card,DC Fast Charger,CHAdeMO,USER5196,Free,35,1,Failed,Charging interrupted
360b6f5c,ST0026,Boston,32:21.9,06:21.9,94,38.13,Truck,73,100,9.55,Debit Card,Slow Charger,Tesla Supercharger,USER3655,Monthly,32,2,In Progress,Charging interrupted
470e3843,ST0017,Houston,32:21.9,05:21.9,93,48.29,Hatchback,67,90,16.04,Wallet,Slow Charger,CCS,USER7239,Free,5,3.2,In Progress,Charging interrupted
75ce042c,ST0044,Miami,32:21.9,41:21.9,69,33.15,Sedan,14,37,12.8,Credit Card,Fast Charger,Type 2,USER3720,Annual,12,2.3,In Progress,Charging interrupted
9503b422,ST0066,Los Angeles,32:21.9,07:21.9,95,17.98,Truck,36,46,5.18,Cash,Slow Charger,Type 2,USER1857,Free,20,4.6,Failed,Charging interrupted
6edd4440,ST0058,Boston,32:21.9,31:21.9,119,8.44,Motorbike,13,23,2.31,Credit Card,DC Fast Charger,Tesla Supercharger,USER2198,Monthly,14,1.6,Successful,Expensive
933a93af,ST0021,New York,32:21.9,24:21.9,112,25.99,Bus,10,21,12.6,Wallet,DC Fast Charger,CHAdeMO,USER4247,Monthly,44,4.5,Successful,Convenient location
35fb701f,ST0054,Houston,32:21.9,13:21.9,101,34.96,Hatchback,11,34,8.1,Debit Card,Slow Charger,CHAdeMO,USER3636,Annual,86,1.6,Failed,Charging interrupted
3407c0ba,ST0091,Chicago,32:21.9,58:21.9,26,13.37,SUV,24,44,2.82,UPI,Slow Charger,Type 2,USER3253,Monthly,67,1.2,In Progress,Charging interrupted
34bc369d,ST0043,Miami,32:21.9,51:21.9,79,41.88,Bus,12,35,18.92,UPI,Level 2 Charger,CHAdeMO,USER5461,Monthly,52,3,In Progress,Charging interrupted
175d3f4c,ST0051,Chicago,32:21.9,10:21.9,98,27.76,Hatchback,26,42,13.43,Wallet,Level 2 Charger,CHAdeMO,USER1485,Monthly,58,4.2,Successful,
6e28e957,ST0009,Chicago,32:21.9,30:21.9,118,44.24,Truck,44,71,11.66,Debit Card,Level 2 Charger,Type 2,USER9493,Free,56,4.4,In Progress,Charging interrupted
f8b65d37,ST0030,Miami,32:21.9,18:21.9,106,28.94,Motorbike,52,75,7.07,Credit Card,Fast Charger,Type 2,USER5383,Annual,54,1.1,In Progress,Charging interrupted
27bac43d,ST0083,New York,32:21.9,11:21.9,99,20.5,Bus,32,54,7.9,Credit Card,Fast Charger,Type 2,USER3856,Pay-as-you-go,9,2.6,Failed,Charging interrupted
0d3d8916,ST0088,Houston,32:21.9,46:21.9,74,39.26,Motorbike,30,62,12.43,Wallet,DC Fast Charger,Tesla Supercharger,USER2766,Pay-as-you-go,51,3.1,Successful,Great experience
ddf4657d,ST0008,Miami,32:21.9,55:21.9,83,17.4,SUV,33,61,7.92,Debit Card,DC Fast Charger,CCS,USER5714,Monthly,66,2.3,Failed,Charging interrupted
a4958a31,ST0010,Chicago,32:21.9,06:21.9,94,47.91,Bus,25,54,22.79,UPI,DC Fast Charger,CHAdeMO,USER6746,Free,46,2.7,In Progress,Charging interrupted
aa7f2329,ST0100,New York,32:21.9,24:21.9,52,11.13,Sedan,33,69,5,Credit Card,Slow Charger,Type 2,USER7320,Annual,44,3.2,In Progress,Charging interrupted
bb6cbadf,ST0032,New York,32:21.9,13:21.9,101,20.61,Bus,34,72,9.13,Credit Card,DC Fast Charger,CCS,USER8151,Monthly,56,3.7,In Progress,Charging interrupted
86a441b3,ST0068,Seattle,32:21.9,36:21.9,64,33.02,Sedan,11,30,9.75,UPI,Slow Charger,Tesla Supercharger,USER3775,Annual,87,2,Successful,Convenient location
5e6375d4,ST0028,San Francisco,32:21.9,22:21.9,50,38.93,SUV,41,62,13.53,Credit Card,Slow Charger,Tesla Supercharger,USER6936,Monthly,66,2.8,Successful,Convenient location
e83e3f03,ST0094,New York,32:21.9,22:22.0,110,38.73,Bus,70,95,11.9,Wallet,DC Fast Charger,CHAdeMO,USER9663,Annual,65,2.9,In Progress,Charging interrupted
c16b0115,ST0090,Boston,32:21.9,14:21.9,102,22.98,Bus,29,39,4.77,Cash,Slow Charger,CCS,USER1892,Pay-as-you-go,87,4.9,In Progress,Charging interrupted
b1998005,ST0040,San Francisco,32:21.9,53:21.9,81,42.48,Bus,6,20,17.17,Debit Card,Slow Charger,CCS,USER9076,Annual,12,2.9,Failed,Charging interrupted
ca2c67fe,ST0009,Seattle,32:21.9,56:21.9,24,32.92,SUV,29,50,9.08,Credit Card,DC Fast Charger,CCS,USER7287,Annual,34,4.6,Successful,Slow charging
a7c3a50e,ST0069,Houston,32:22.0,40:22.0,68,38.38,Bus,36,67,14.42,UPI,DC Fast Charger,Type 2,USER2268,Monthly,77,3.7,Failed,Charging interrupted
508a05fa,ST0076,Chicago,32:22.0,41:22.0,69,22.91,Hatchback,21,45,4.69,Credit Card,Level 2 Charger,CCS,USER1832,Free,64,2.7,Successful,Expensive
704b7a20,ST0054,Los Angeles,32:22.0,24:22.0,112,26.06,Hatchback,9,39,10.21,UPI,Level 2 Charger,CCS,USER5425,Annual,46,3.5,In Progress,Charging interrupted
79147439,ST0066,Chicago,32:22.0,14:22.0,102,29.1,Sedan,32,51,10.48,UPI,Slow Charger,Tesla Supercharger,USER3037,Free,69,2,Failed,Charging interrupted
c4c68046,ST0100,New York,32:22.0,14:22.0,102,8.84,Sedan,64,75,3.13,Cash,Fast Charger,CHAdeMO,USER5369,Monthly,1,1.1,In Progress,Charging interrupted
d8bf3f03,ST0045,Miami,32:22.0,28:22.0,56,44.29,Truck,76,100,14.64,Credit Card,Slow Charger,Tesla Supercharger,USER7715,Monthly,21,2.4,Failed,Charging interrupted
8deee718,ST0092,San Francisco,32:22.0,22:22.0,110,42.61,SUV,45,56,17.48,Wallet,Level 2 Charger,CHAdeMO,USER8169,Free,58,3.3,Failed,Charging interrupted
caeead74,ST0041,Los Angeles,32:22.0,49:22.0,77,41.3,Hatchback,46,57,8.56,Credit Card,DC Fast Charger,Tesla Supercharger,USER3951,Pay-as-you-go,15,4,Failed,Charging interrupted
dc08e8e1,ST0004,Houston,32:22.0,27:22.0,55,11.15,Truck,24,48,3.62,Debit Card,Fast Charger,Tesla Supercharger,USER5641,Annual,73,3.7,Failed,Charging interrupted
6421bd09,ST0074,Boston,32:22.0,18:22.0,106,19.96,Truck,69,98,8.68,Debit Card,Level 2 Charger,CCS,USER5512,Pay-as-you-go,13,1.3,In Progress,Charging interrupted
ddc65b45,ST0051,Seattle,32:22.0,56:22.0,24,39.21,SUV,53,66,11.2,UPI,Level 2 Charger,CHAdeMO,USER2938,Annual,15,2.9,Failed,Charging interrupted
89ae631a,ST0005,Chicago,32:22.0,48:22.0,76,9.78,SUV,77,94,2.35,Cash,Slow Charger,Tesla Supercharger,USER9183,Monthly,23,3,In Progress,Charging interrupted
4a39cc14,ST0011,Chicago,32:22.0,08:22.0,36,21.13,Truck,31,48,9.4,Cash,DC Fast Charger,CCS,USER3624,Free,94,2,Successful,Slow charging
0f06b8ce,ST0026,New York,32:22.0,06:22.0,94,15.87,Sedan,77,92,4.75,Credit Card,Slow Charger,Tesla Supercharger,USER4209,Monthly,23,3.5,Successful,Slow charging
fa48e202,ST0053,Seattle,32:22.0,17:22.0,45,22.44,Motorbike,35,64,11.21,Cash,Level 2 Charger,CHAdeMO,USER8591,Pay-as-you-go,71,1.9,In Progress,Charging interrupted
d8d1010e,ST0047,Miami,32:22.0,23:22.0,111,40.49,Motorbike,74,100,14.26,Debit Card,Level 2 Charger,CCS,USER1566,Free,63,2.6,Failed,Charging interrupted
65b4e725,ST0004,New York,32:22.0,55:22.0,83,41.03,Hatchback,25,59,14.07,UPI,Slow Charger,CHAdeMO,USER1585,Pay-as-you-go,28,1.9,Successful,Charger not working
9cfc8f26,ST0003,Chicago,32:22.0,12:22.0,40,31.76,Bus,7,35,13.05,Wallet,Fast Charger,CCS,USER8489,Monthly,84,5,Successful,Slow charging
811a21f6,ST0008,Seattle,32:22.0,16:22.0,44,36.6,Sedan,29,43,14.11,Cash,Slow Charger,CCS,USER5994,Annual,16,3.7,In Progress,Charging interrupted
4c660958,ST0075,San Francisco,32:22.0,32:22.0,60,6.16,Truck,17,38,1.67,UPI,DC Fast Charger,CHAdeMO,USER1262,Pay-as-you-go,42,1.7,Successful,Slow charging
5459cc40,ST0092,Boston,32:22.0,25:22.0,113,17.79,Motorbike,30,61,5.67,Credit Card,Level 2 Charger,CHAdeMO,USER3592,Pay-as-you-go,30,1.9,In Progress,Charging interrupted
d2115d24,ST0070,Boston,32:22.0,19:22.0,47,10.02,Hatchback,80,100,2.59,Wallet,DC Fast Charger,Type 2,USER8695,Pay-as-you-go,53,4.7,Failed,Charging interrupted
0fdfea57,ST0080,Chicago,32:22.0,15:22.0,103,22.29,Truck,14,35,11.02,Debit Card,DC Fast Charger,CHAdeMO,USER4360,Monthly,76,4.8,Successful,Slow charging
1c590b58,ST0025,Boston,32:22.0,15:22.0,103,33.01,Hatchback,47,61,10.77,Credit Card,Fast Charger,Tesla Supercharger,USER3109,Free,34,4.3,Successful,Slow charging
752c6ec5,ST0059,Boston,32:22.0,50:22.0,78,12.53,SUV,22,52,4.52,UPI,Slow Charger,Type 2,USER8993,Free,88,1.2,Successful,Expensive
4acf68e1,ST0056,Seattle,32:22.0,18:22.0,46,32.08,Motorbike,18,38,7.68,Wallet,Slow Charger,CCS,USER7474,Annual,26,4.6,In Progress,Charging interrupted
313dd2d4,ST0063,San Francisco,32:22.0,05:22.0,93,22.56,Truck,54,84,7.7,Credit Card,Level 2 Charger,Type 2,USER7269,Pay-as-you-go,78,1.3,In Progress,Charging interrupted
20cc0050,ST0061,San Francisco,32:22.0,44:22.0,72,10.34,SUV,49,77,2.61,Cash,Slow Charger,Type 2,USER4621,Annual,19,3.1,Failed,Charging interrupted
12cd6d05,ST0100,Chicago,32:22.0,22:22.0,50,44.7,Truck,54,94,20.02,UPI,Slow Charger,CHAdeMO,USER3873,Monthly,59,2.7,Successful,Slow charging
1d2a392e,ST0035,Boston,32:22.0,08:22.0,36,29.06,Truck,8,47,8.73,Wallet,DC Fast Charger,CHAdeMO,USER6255,Annual,56,3.9,Successful,Charger not working
6f892d3d,ST0022,Miami,32:22.0,20:22.0,108,43.14,Sedan,72,91,16.44,Wallet,Slow Charger,CHAdeMO,USER5575,Annual,10,1.1,Failed,Charging interrupted
c8abe46b,ST0061,Los Angeles,32:22.0,28:22.0,116,8.15,Hatchback,24,40,3.54,UPI,DC Fast Charger,CCS,USER1090,Annual,48,3.6,Failed,Charging interrupted
38cc891b,ST0087,New York,32:22.0,12:22.0,100,31.96,Hatchback,50,73,8.03,UPI,Fast Charger,CCS,USER4771,Free,31,3.6,In Progress,Charging interrupted
25bc5439,ST0095,Seattle,32:22.0,16:22.0,104,47.85,SUV,66,97,22.84,Wallet,Slow Charger,Type 2,USER9567,Pay-as-you-go,4,4.4,In Progress,Charging interrupted
624c2b64,ST0031,Los Angeles,32:22.0,04:22.0,32,29.59,Bus,17,53,13.86,UPI,DC Fast Charger,Type 2,USER3116,Pay-as-you-go,71,3.5,In Progress,Charging interrupted
9e95add4,ST0031,Chicago,32:22.0,32:22.0,120,9.57,Hatchback,8,20,3.1,Cash,DC Fast Charger,Type 2,USER2254,Monthly,33,4.8,In Progress,Charging interrupted
b91b38df,ST0030,Chicago,32:22.0,06:22.0,94,31.15,Truck,58,73,13.77,Wallet,Fast Charger,CHAdeMO,USER6828,Free,63,1.5,In Progress,Charging interrupted
f5bf8f12,ST0035,Miami,32:22.0,52:22.0,20,35.93,Hatchback,49,64,11.01,UPI,Fast Charger,Tesla Supercharger,USER8853,Annual,46,3.8,Successful,Charger not working
1492b247,ST0030,San Francisco,32:22.0,05:22.0,33,10.68,SUV,22,45,2.94,UPI,Fast Charger,CHAdeMO,USER2429,Annual,98,3,Successful,Expensive
de49be63,ST0043,Houston,32:22.0,36:22.0,64,46.46,SUV,41,68,17.43,Wallet,Slow Charger,Tesla Supercharger,USER4665,Pay-as-you-go,34,1.1,Successful,
c069134d,ST0084,Seattle,32:22.0,54:22.0,82,49.14,Truck,10,32,12.41,Debit Card,DC Fast Charger,CCS,USER9944,Annual,62,2.9,Successful,Expensive
f3153b24,ST0011,Miami,32:22.0,31:22.0,59,18.16,Bus,61,81,8.32,Debit Card,DC Fast Charger,Tesla Supercharger,USER3108,Monthly,52,2,Successful,Charger not working
620bf149,ST0087,San Francisco,32:22.0,59:22.0,87,18.92,Sedan,18,43,6.15,Wallet,Level 2 Charger,CHAdeMO,USER7287,Free,19,3.7,In Progress,Charging interrupted
198f4293,ST0042,Houston,32:22.0,05:22.0,33,14.85,Truck,52,79,6.01,UPI,Slow Charger,Tesla Supercharger,USER8547,Free,79,3.1,In Progress,Charging interrupted
80d92967,ST0056,Boston,32:22.0,54:22.0,22,22.72,Bus,8,20,7.48,Wallet,Fast Charger,Tesla Supercharger,USER2830,Annual,1,4.7,In Progress,Charging interrupted
63d27bd9,ST0051,Miami,32:22.0,57:22.0,25,27.14,Bus,78,88,10.74,Cash,Level 2 Charger,Type 2,USER6461,Pay-as-you-go,4,1.9,In Progress,Charging interrupted
07d0500b,ST0081,Houston,32:22.0,54:22.0,22,29.26,Motorbike,22,54,11.5,Cash,Slow Charger,Tesla Supercharger,USER9761,Annual,13,2.7,Failed,Charging interrupted
e3115878,ST0046,Los Angeles,32:22.0,30:22.0,58,8.21,Hatchback,20,53,2.42,UPI,Level 2 Charger,CHAdeMO,USER1626,Monthly,71,3.2,Failed,Charging interrupted
6a144e56,ST0018,Miami,32:22.0,57:22.0,25,21.36,Motorbike,52,63,8.45,UPI,Fast Charger,CCS,USER7639,Pay-as-you-go,40,4.4,In Progress,Charging interrupted
166828a7,ST0003,New York,32:22.0,45:22.0,73,26.94,Sedan,46,63,12.49,Wallet,Slow Charger,Type 2,USER7251,Annual,84,2.8,Failed,Charging interrupted
92eab473,ST0090,Houston,32:22.0,45:22.0,73,29.37,Truck,28,63,8.07,Wallet,Fast Charger,CCS,USER7101,Free,16,4.9,Successful,Expensive
10c0a7e1,ST0007,Miami,32:22.0,31:22.0,59,33.25,Truck,60,100,9.99,Cash,DC Fast Charger,CHAdeMO,USER8913,Annual,51,3.7,Successful,Expensive
d218c870,ST0065,San Francisco,32:22.0,55:22.0,83,35.28,Sedan,66,100,15.5,UPI,Level 2 Charger,Type 2,USER9076,Pay-as-you-go,55,3.6,Successful,Convenient location
58de760a,ST0080,New York,32:22.0,49:22.0,77,34.85,Sedan,28,45,10.54,Cash,DC Fast Charger,CHAdeMO,USER4861,Pay-as-you-go,31,4.5,Failed,Charging interrupted
f884d4a7,ST0041,Los Angeles,32:22.0,12:22.0,100,35.47,SUV,74,85,12.42,UPI,Level 2 Charger,CCS,USER8871,Free,65,2.7,In Progress,Charging interrupted
a9e20a6f,ST0092,Los Angeles,32:22.0,21:22.0,109,18.55,Bus,35,54,7.99,Wallet,Fast Charger,CCS,USER2217,Free,82,5,Failed,Charging interrupted
d00d0dd9,ST0092,San Francisco,32:22.0,24:22.0,112,32.56,Truck,58,92,13.31,Cash,Fast Charger,Tesla Supercharger,USER8652,Pay-as-you-go,91,4.3,In Progress,Charging interrupted
dff93055,ST0071,New York,32:22.0,21:22.0,109,10.38,Motorbike,55,95,3.86,UPI,Slow Charger,Tesla Supercharger,USER3871,Monthly,10,4.7,In Progress,Charging interrupted
2032691,ST0038,Miami,32:22.0,13:22.0,41,43.17,Hatchback,69,98,15.39,Credit Card,DC Fast Charger,Type 2,USER5031,Annual,79,1.5,Failed,Charging interrupted
3b6030ca,ST0055,Los Angeles,32:22.0,47:22.0,75,5.34,Hatchback,29,44,2.52,Cash,Fast Charger,Tesla Supercharger,USER4198,Annual,79,1.4,In Progress,Charging interrupted
d001a6e3,ST0001,Boston,32:22.0,02:22.0,90,25.93,Truck,12,41,9.9,Wallet,Slow Charger,Tesla Supercharger,USER7707,Free,88,1.2,Successful,Charger not working
8f4ce1f7,ST0032,Miami,32:22.0,11:22.0,39,15.16,Sedan,77,95,3.65,Credit Card,Slow Charger,CHAdeMO,USER3396,Free,4,4.3,Failed,Charging interrupted
597d55e8,ST0055,Seattle,32:22.0,02:22.0,90,17.1,Truck,38,77,8.54,UPI,Slow Charger,Type 2,USER5575,Free,26,4.5,In Progress,Charging interrupted
e7199d1e,ST0079,New York,32:22.0,30:22.0,58,6.94,SUV,42,65,2.16,UPI,Slow Charger,Tesla Supercharger,USER1897,Monthly,4,4.4,Failed,Charging interrupted
d888dbef,ST0075,Boston,32:22.0,50:22.0,78,30.63,Sedan,53,72,10.58,Debit Card,DC Fast Charger,Type 2,USER9338,Monthly,68,4.4,Failed,Charging interrupted
c8a5a406,ST0042,Boston,32:22.0,57:22.0,85,47.63,Motorbike,38,71,20.65,Wallet,DC Fast Charger,Tesla Supercharger,USER1732,Pay-as-you-go,42,3.3,In Progress,Charging interrupted
62aa74d9,ST0025,Houston,32:22.0,22:22.0,50,36.28,SUV,78,88,16.64,Wallet,Level 2 Charger,CCS,USER4791,Free,93,3.8,Failed,Charging interrupted
23f93825,ST0046,Los Angeles,32:22.0,53:22.0,81,48.35,Truck,6,16,19.7,Credit Card,Fast Charger,Tesla Supercharger,USER3634,Free,100,1.4,In Progress,Charging interrupted
b441ed97,ST0100,Boston,32:22.0,44:22.0,72,37.71,Bus,64,84,9.74,Credit Card,Level 2 Charger,CCS,USER3798,Pay-as-you-go,30,1.4,Failed,Charging interrupted
891c2e36,ST0058,Houston,32:22.0,08:22.0,96,39.26,Sedan,32,71,18.11,Credit Card,DC Fast Charger,CHAdeMO,USER1857,Monthly,46,1.4,Failed,Charging interrupted
aece4cdd,ST0060,San Francisco,32:22.0,16:22.0,44,25.59,Motorbike,42,68,11.37,Debit Card,Level 2 Charger,CHAdeMO,USER3335,Monthly,25,2.9,Failed,Charging interrupted
0c03727c,ST0047,Los Angeles,32:22.0,55:22.0,23,42.75,SUV,23,34,8.89,Wallet,Slow Charger,CCS,USER3571,Free,67,4.7,Failed,Charging interrupted
e50933fc,ST0066,San Francisco,32:22.0,49:22.0,77,30.16,SUV,45,81,8.31,Credit Card,Slow Charger,Type 2,USER8430,Free,17,4.3,In Progress,Charging interrupted
2aaa60be,ST0075,New York,32:22.0,17:22.0,105,46.74,Truck,55,70,15.67,Credit Card,DC Fast Charger,Type 2,USER2033,Free,16,3,Successful,Slow charging
855e5d7c,ST0050,Boston,32:22.0,49:22.0,17,17.95,SUV,72,85,4.53,Debit Card,Fast Charger,CHAdeMO,USER7805,Free,27,3,In Progress,Charging interrupted
8b2bc3f8,ST0007,New York,32:22.0,20:22.0,108,10.09,Sedan,10,50,2.4,Credit Card,Slow Charger,CHAdeMO,USER8853,Annual,64,2.3,Failed,Charging interrupted
31ca32d3,ST0020,Boston,32:22.0,47:22.0,75,36.65,SUV,60,98,12.66,UPI,Fast Charger,Type 2,USER8843,Annual,40,1,Failed,Charging interrupted
eff0dbe9,ST0006,Miami,32:22.0,09:22.0,97,10.34,Truck,27,50,2.65,Credit Card,Slow Charger,CCS,USER1684,Annual,7,2.9,Successful,Great experience
c4402ad3,ST0088,Boston,32:22.0,42:22.0,70,31.92,Bus,20,53,12.92,Credit Card,Fast Charger,CCS,USER8484,Free,30,2.4,Successful,Charger not working
0866a918,ST0021,Houston,32:22.0,49:22.0,17,6.88,Truck,47,80,2.72,Credit Card,DC Fast Charger,Tesla Supercharger,USER7140,Annual,21,3.2,Successful,Slow charging
35acf52b,ST0003,Boston,32:22.0,54:22.0,22,42.82,Bus,12,25,18.7,Wallet,DC Fast Charger,Type 2,USER5123,Annual,69,3.2,Failed,Charging interrupted
d4ddb4e1,ST0051,Houston,32:22.0,23:22.0,111,22.19,Motorbike,10,41,11.09,Credit Card,DC Fast Charger,CHAdeMO,USER5991,Annual,63,4.2,In Progress,Charging interrupted
eca23845,ST0022,Seattle,32:22.0,20:22.0,48,42.63,Hatchback,47,82,12.22,Cash,Level 2 Charger,Type 2,USER1016,Free,6,3.2,Failed,Charging interrupted
c6d34484,ST0072,New York,32:22.0,11:22.0,39,5.54,Truck,78,100,1.59,Wallet,DC Fast Charger,Tesla Supercharger,USER3745,Annual,57,1.9,Successful,Expensive
4de38268,ST0043,San Francisco,32:22.0,27:22.0,55,37.46,Bus,46,78,14.4,Cash,Slow Charger,Tesla Supercharger,USER7365,Monthly,53,4.9,Successful,Great experience
d105cc27,ST0062,Houston,32:22.0,20:22.0,48,34.78,Truck,79,90,15.3,Debit Card,Fast Charger,Tesla Supercharger,USER8156,Monthly,50,2.5,In Progress,Charging interrupted
d22e9da6,ST0032,Los Angeles,32:22.0,31:22.0,59,34.27,Hatchback,43,79,8.88,Debit Card,Slow Charger,Tesla Supercharger,USER7039,Annual,5,4,In Progress,Charging interrupted
e3a8d98d,ST0027,Boston,32:22.0,29:22.0,57,33.02,Hatchback,50,90,10.79,Cash,Slow Charger,Type 2,USER1636,Free,35,3.2,Successful,Convenient location
b841416b,ST0051,Houston,32:22.0,48:22.0,76,7.64,Motorbike,6,26,2.26,Cash,Slow Charger,CCS,USER1338,Annual,23,5,Successful,Expensive
6ee6c028,ST0061,Houston,32:22.0,25:22.0,53,25.66,SUV,49,65,10.2,UPI,Slow Charger,Tesla Supercharger,USER6721,Monthly,22,2.2,In Progress,Charging interrupted
36f4240d,ST0033,San Francisco,32:22.0,58:22.0,86,10.38,Hatchback,78,100,3.11,Credit Card,Level 2 Charger,Type 2,USER4276,Annual,13,4,Failed,Charging interrupted
